dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpint cpitch.order.stm.cpint cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpint cpitch.weight.stm.cpint cpitch.probability cpitch.information.content cpitch.entropy cpitch.40 cpitch.51 cpitch.53 cpitch.55 cpitch.56 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.84 cpitch.85 cpitch.86 cpitch.88 cpitch.89 cpitch.90 probability information.content entropy 
701 2 9 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 82 96 4 600000 0 -1 23 192 1 0 0.6767718 0.3232282 1.0 1.0 0.02982518 5.0673256 4.6327987 0.008616597 0.008616597 0.008616597 0.008616597 0.008616597 0.008616597 0.008616597 0.008616597 0.008616597 0.008616597 0.008616597 0.008616597 0.008616597 0.008616597 0.008616597 0.014018421 0.014018421 0.014018421 0.014018421 0.008616597 0.008616597 0.094984695 0.094984695 0.045066938 0.008616597 0.036287326 0.008616597 0.039316867 0.014018421 0.022603303 0.02982518 0.062778555 0.039048318 0.11003728 0.08275745 0.042238686 0.033131678 0.033131678 0.02982518 5.0673256 4.6327987 
701 2 10 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 81 96 4 600000 0 -1 23 216 1 0 0.7772108 0.2227892 1.0 1.0 0.017813275 5.8109035 4.5292954 0.00783945 0.00783945 0.00783945 0.00783945 0.00783945 0.00783945 0.00783945 0.00783945 0.00783945 0.011433074 0.011433074 0.011433074 0.011433074 0.00783945 0.00783945 0.011433074 0.011433074 0.036555223 0.00783945 0.028969666 0.00783945 0.031555355 0.011433074 0.017813275 0.038802706 0.034773033 0.021709433 0.034081604 0.04652817 0.017813275 0.11071083 0.16861577 0.10532467 0.038802706 0.017813275 0.026265562 0.00783945 0.034081604 0.017813275 5.8109035 4.5292954 
701 2 11 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 90 96 4 600000 0 -1 23 240 1 0 0.757361 0.24263906 1.0 1.0 0.14580901 2.7778482 4.629656 0.008935217 0.008935217 0.008935217 0.008935217 0.008935217 0.008935217 0.008935217 0.008935217 0.012513251 0.012513251 0.012513251 0.012513251 0.008935217 0.008935217 0.012513251 0.012513251 0.03730746 0.008935217 0.029865686 0.008935217 0.032406244 0.012513251 0.01885201 0.041600235 0.037486862 0.024095042 0.03488446 0.04946491 0.033223126 0.14889683 0.027253812 0.027253812 0.041600235 0.01885201 0.012513251 0.008935217 0.03488446 0.14580901 0.14580901 2.7778482 4.629656 
701 2 12 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 90 96 4 600000 0 -1 23 264 2 0 0.9636601 0.036339894 1.0 1.0 0.07560788 3.7253196 3.0119896 0.002783491 0.002783491 0.002783491 0.002783491 0.002783491 0.002783491 0.002783491 0.002783491 0.002783491 0.002783491 0.002783491 0.002783491 0.002783491 0.002783491 0.002783491 0.002783491 0.002783491 0.0061958493 0.0061958493 0.0061958493 0.0061958493 0.002783491 0.002783491 0.0061958493 0.0061958493 0.078670435 0.002783491 0.15410529 0.002783491 0.028930483 0.0061958493 0.012829047 0.02415511 0.02070846 0.010215208 0.030995345 0.4619585 0.07560788 0.07560788 3.7253196 3.0119896 
701 2 13 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 89 96 4 600000 0 -1 23 288 2 0 0.80027467 0.19972536 1.0 1.0 0.0372788 4.7455006 4.1682615 0.0061301063 0.0061301063 0.0061301063 0.0061301063 0.0061301063 0.0061301063 0.0061301063 0.0061301063 0.0061301063 0.0061301063 0.0061301063 0.0061301063 0.0061301063 0.0061301063 0.0061301063 0.0061301063 0.0061301063 0.011914056 0.011914056 0.011914056 0.07537448 0.0061301063 0.0061301063 0.011914056 0.011914056 0.050491914 0.0061301063 0.03888491 0.0061301063 0.09831952 0.011914056 0.021805221 0.19930565 0.043408643 0.024138464 0.1392593 0.0372788 0.07151651 0.0372788 4.7455006 4.1682615 
701 3 1 "Schoenberg_RI" NA 0 0 1 0 NA 0 0 0 NA NA 65 96 4 600000 0 -1 23 0 0 0 0.5 0.5 1.0 1.0 0.02631578 5.247928 5.247927 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 5.247928 5.247927 
701 3 2 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 66 96 4 600000 0 -1 23 24 0 0 0.6115302 0.38846987 1.0 1.0 0.031861313 4.97205 5.1141014 0.014809819 0.01992934 0.014809819 0.014809819 0.044300906 0.01992934 0.024317553 0.031861313 0.03522897 0.024317553 0.044300906 0.044300906 0.03522897 0.044300906 0.031861313 0.031861313 0.03522897 0.024317553 0.01992934 0.028250137 0.014809819 0.047068413 0.044300906 0.014809819 0.044300906 0.014809819 0.041418858 0.014809819 0.031861313 0.024317553 0.014809819 0.014809819 0.014809819 0.014809819 0.014809819 0.014809819 0.014809819 0.01992934 0.031861313 4.97205 5.1141014 
701 3 3 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 69 96 4 600000 0 -1 23 48 1 0 0.52601993 0.47398007 0.99999994 1.0 0.025332468 5.302869 4.91867 0.0125516215 0.015859416 0.03386852 0.029019319 0.0125516215 0.07477522 0.015859416 0.018636268 0.023294674 0.072523214 0.018636268 0.030712351 0.030712351 0.025332468 0.030712351 0.104794815 0.023294674 0.025332468 0.018636268 0.015859416 0.021081777 0.0125516215 0.07551242 0.030712351 0.0125516215 0.030712351 0.0125516215 0.029019319 0.0125516215 0.023294674 0.018636268 0.0125516215 0.0125516215 0.0125516215 0.0125516215 0.0125516215 0.0125516215 0.0125516215 0.025332468 5.302869 4.91867 
701 3 4 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 70 96 4 600000 0 -1 23 72 1 0 0.6297028 0.37029722 1.0 1.0 0.060342 4.0506935 4.8010206 0.010506473 0.013562571 0.010506473 0.013562571 0.0324684 0.010506473 0.08371256 0.010506473 0.028946776 0.013562571 0.016256098 0.020984637 0.08174658 0.016256098 0.028946776 0.12339655 0.023123736 0.028946776 0.060342 0.020984637 0.065635286 0.016256098 0.013562571 0.018708581 0.010506473 0.030737272 0.028946776 0.010506473 0.028946776 0.010506473 0.027088603 0.010506473 0.020984637 0.016256098 0.010506473 0.010506473 0.010506473 0.010506473 0.060342 4.0506935 4.8010206 
701 3 5 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 64 96 4 600000 0 -1 23 96 1 1 0.17896202 0.821038 1.0 1.0 0.013921976 6.1664925 3.936553 0.011595672 0.012384438 0.011595672 0.012384438 0.012384438 0.015703758 0.011595672 0.014933832 0.011595672 0.019640123 0.012384438 0.012993506 0.013921976 0.019386044 0.012993506 0.01521072 0.01521072 0.014296721 0.01521072 0.12271466 0.013921976 0.38590702 0.012993506 0.012384438 0.013494282 0.011595672 0.019721564 0.01521072 0.011595672 0.01521072 0.011595672 0.014933832 0.011595672 0.013921976 0.012993506 0.011595672 0.011595672 0.011595672 0.013921976 6.1664925 3.936553 
701 3 6 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 75 96 4 600000 0 -1 23 120 1 0 0.6820916 0.31790844 1.0 1.0 0.025287017 5.3054595 4.392404 0.007924678 0.02870686 0.023494443 0.025287017 0.010732732 0.013230387 0.04095959 0.019699134 0.013230387 0.025287017 0.025287017 0.08051089 0.025287017 0.25858957 0.079480425 0.044986106 0.013230387 0.010732732 0.0155241825 0.007924678 0.027022175 0.025287017 0.007924678 0.025287017 0.007924678 0.023494443 0.007924678 0.01766933 0.013230387 0.007924678 0.007924678 0.007924678 0.007924678 0.007924678 0.007924678 0.007924678 0.010732732 0.007924678 0.025287017 5.3054595 4.392404 
701 3 7 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 -1 23 144 1 0 0.46599948 0.53400046 1.0 1.0 0.01632107 5.9371204 4.8948593 0.01245674 0.01245674 0.01245674 0.035471424 0.014536666 0.014536666 0.01245674 0.01245674 0.014536666 0.014536666 0.041136112 0.01245674 0.023062306 0.01245674 0.039956577 0.014536666 0.01632107 0.0627436 0.020668974 0.01632107 0.024158273 0.024158273 0.020668974 0.024158273 0.06649003 0.03746909 0.11758776 0.01632107 0.014536666 0.01790574 0.01245674 0.04055126 0.024158273 0.01245674 0.07649823 0.023062306 0.01245674 0.019343965 0.01632107 5.9371204 4.8948593 
701 3 8 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 72 96 4 600000 0 -1 23 168 1 0 0.8422114 0.15778862 1.0 0.99999994 0.013612863 6.1988854 4.2822614 0.007229458 0.007229458 0.010513746 0.035427045 0.007229458 0.02766219 0.007229458 0.030291103 0.010513746 0.022371192 0.030019915 0.022253897 0.013612863 0.030291103 0.030291103 0.3166469 0.030291103 0.03370481 0.019457743 0.03370481 0.013612863 0.010513746 0.016583864 0.007229458 0.03287789 0.030291103 0.007229458 0.0443514 0.007229458 0.02766219 0.007229458 0.019457743 0.013612863 0.007229458 0.007229458 0.007229458 0.007229458 0.007229458 0.013612863 6.1988854 4.2822614 
701 3 9 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 74 96 4 600000 0 -1 23 192 1 0 0.71971446 0.28028548 0.99999994 1.0 0.019125082 5.70839 4.6010947 0.009167857 0.011945569 0.011945569 0.009167857 0.009167857 0.011945569 0.011945569 0.12541388 0.009167857 0.02535964 0.009167857 0.027304204 0.011945569 0.19218986 0.034686472 0.021281129 0.014489639 0.027304204 0.027304204 0.021281129 0.027304204 0.038066905 0.019125082 0.038066905 0.027496122 0.011945569 0.016869647 0.009167857 0.02919622 0.027304204 0.009167857 0.04758741 0.009167857 0.02535964 0.009167857 0.014489639 0.009167857 0.009167857 0.019125082 5.70839 4.6010947 
701 3 10 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 71 96 4 600000 0 -1 23 216 1 0 0.7320698 0.26793027 1.0 1.0 0.14152361 2.8208852 4.6742063 0.009112263 0.009112263 0.011613843 0.011613843 0.011613843 0.009112263 0.009112263 0.011613843 0.011613843 0.029291827 0.009112263 0.023980446 0.009112263 0.025794845 0.011613843 0.02480087 0.031072771 0.020188533 0.013930613 0.14152361 0.025794845 0.020188533 0.025794845 0.034036756 0.031072771 0.034036756 0.13162325 0.011613843 0.016113566 0.009112263 0.027563652 0.025794845 0.009112263 0.042424038 0.009112263 0.009112263 0.01819293 0.08436027 0.14152361 2.8208852 4.6742063 
701 3 11 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 71 96 4 600000 0 -1 23 240 2 0 0.88469946 0.11530051 1.0 1.0 0.01838274 5.7655044 3.862564 0.0048061693 0.006654054 0.006654054 0.0048061693 0.006654054 0.006654054 0.021522703 0.0048061693 0.01678682 0.0048061693 0.01838274 0.006654054 0.012079295 0.016071543 0.013532059 0.008436429 0.066095635 0.05427619 0.013532059 0.01838274 0.018017866 0.20694733 0.018017866 0.012079295 0.006654054 0.010170631 0.0048061693 0.055651784 0.01838274 0.0048061693 0.28018832 0.0048061693 0.01678682 0.0048061693 0.011866919 0.0048061693 0.0048061693 0.0048061693 0.01838274 5.7655044 3.862564 
