dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpint-cpitch cpitch.order.stm.cpint-cpitch cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpint-cpitch cpitch.weight.stm.cpint-cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.40 cpitch.51 cpitch.53 cpitch.55 cpitch.56 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.84 cpitch.85 cpitch.86 cpitch.88 cpitch.89 cpitch.90 probability information.content entropy 
701 1 11 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 53 96 4 600000 0 0 23 240 0 0 0.9407264 0.059273586 1.0 1.0 0.014622566 6.0956597 3.813633 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.4589655 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 6.0956597 3.813633 
701 1 12 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 61 96 4 600000 0 0 23 264 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 1 13 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 72 96 4 600000 0 0 23 288 0 0 0.7263833 0.2736167 1.0 1.0 0.018105552 5.787424 4.9209604 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.08050343 0.018105552 0.018105552 0.018105552 0.018105552 0.08050343 0.018105552 0.08050343 0.018105552 0.018105552 0.018105552 0.018105552 0.08050343 0.018105552 0.018105552 0.08050343 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 5.787424 4.9209604 
701 2 1 "Schoenberg_I" NA 0 0 1 0 NA 0 0 0 NA NA 79 96 4 600000 0 -1 23 0 0 0 0.5 0.5 1.0 1.0 0.02631578 5.247928 5.247927 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 5.247928 5.247927 
701 2 2 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 85 96 4 600000 0 -1 23 24 0 0 0.8698975 0.13010246 1.0 1.0 0.016000284 5.965759 4.385183 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.21199499 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.21199499 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 0.016000284 5.965759 4.385183 
701 2 3 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 83 96 4 600000 0 -1 23 48 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 4 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 86 96 4 600000 0 -1 23 72 0 0 0.8117206 0.18827935 1.0 1.0 0.016931351 5.8841596 4.6604323 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.13580082 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.13580082 0.016931351 0.13580082 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 0.016931351 5.8841596 4.6604323 
701 2 5 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 84 96 4 600000 0 -1 23 96 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 6 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 80 96 4 600000 0 -1 23 120 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 7 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 75 96 4 600000 0 -1 23 144 0 0 0.94240576 0.057594273 1.0 1.0 0.012011832 6.3794 3.751419 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.37017447 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.012011832 0.19739917 0.012011832 0.012011832 0.012011832 6.3794 3.751419 
701 2 8 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 88 96 4 600000 0 -1 23 168 0 0 0.6982776 0.30172232 1.0 1.0 0.059304573 4.075713 4.980053 0.017872956 0.017872956 0.017872956 0.017872956 0.017872956 0.017872956 0.017872956 0.017872956 0.017872956 0.017872956 0.017872956 0.017872956 0.059304573 0.017872956 0.090110555 0.017872956 0.059304573 0.017872956 0.017872956 0.017872956 0.017872956 0.059304573 0.017872956 0.059304573 0.017872956 0.017872956 0.059304573 0.017872956 0.017872956 0.017872956 0.017872956 0.017872956 0.017872956 0.017872956 0.017872956 0.059304573 0.017872956 0.017872956 0.059304573 4.075713 4.980053 
701 2 9 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 82 96 4 600000 0 -1 23 192 1 0 0.9407264 0.059273586 1.0 1.0 0.014622564 6.0956597 3.8136325 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.45896545 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 0.014622564 6.0956597 3.8136325 
701 2 10 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 81 96 4 600000 0 -1 23 216 0 0 0.8698975 0.13010246 1.0 1.0 0.016000286 5.9657583 4.385183 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.21199504 0.016000286 0.21199504 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 0.016000286 5.9657583 4.385183 
701 2 11 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 90 96 4 600000 0 -1 23 240 0 0 0.9407264 0.059273586 1.0 1.0 0.014622566 6.0956597 3.813633 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.4589655 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 6.0956597 3.813633 
701 2 12 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 90 96 4 600000 0 -1 23 264 0 0 0.9407264 0.059273586 1.0 1.0 0.014622562 6.09566 3.8136325 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.45896536 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 0.014622562 6.09566 3.8136325 
701 2 13 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 89 96 4 600000 0 -1 23 288 0 0 0.6299986 0.37000138 1.0 0.99999994 0.016082179 5.958393 4.31546 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.10448764 0.016082179 0.016082179 0.016082179 0.016082179 0.016082179 0.31655404 0.016082179 5.958393 4.31546 
701 3 1 "Schoenberg_RI" NA 0 0 1 0 NA 0 0 0 NA NA 65 96 4 600000 0 -1 23 0 0 0 0.5 0.5 1.0 1.0 0.02631578 5.247928 5.247927 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 5.247928 5.247927 
701 3 2 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 66 96 4 600000 0 -1 23 24 0 0 0.8117208 0.1882792 0.99999994 1.0 0.016931346 5.8841596 4.6604323 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.13580085 0.13580085 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.13580085 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 0.016931346 5.8841596 4.6604323 
701 3 3 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 69 96 4 600000 0 -1 23 48 0 0 0.8038944 0.19610558 1.0 1.0 0.015174167 6.0422387 4.662435 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.07911425 0.07911425 0.015174167 0.015174167 0.07911425 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.13095486 0.015174167 0.13095486 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 0.015174167 6.0422387 4.662435 
701 3 4 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 70 96 4 600000 0 -1 23 72 0 0 0.8201902 0.17980981 1.0 1.0 0.0155352745 6.008308 4.608069 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.1005752 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.17007513 0.0155352745 0.0155352745 0.1005752 0.0155352745 0.1005752 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 0.0155352745 6.008308 4.608069 
701 3 5 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 64 96 4 600000 0 -1 23 96 0 0 0.6946842 0.3053159 1.0 1.0 0.06794264 3.8795388 4.990752 0.018510768 0.018510768 0.018510768 0.018510768 0.018510768 0.06794264 0.018510768 0.06794264 0.018510768 0.018510768 0.018510768 0.018510768 0.06794264 0.018510768 0.018510768 0.06794264 0.018510768 0.018510768 0.018510768 0.018510768 0.06794264 0.06794264 0.018510768 0.018510768 0.018510768 0.018510768 0.018510768 0.018510768 0.018510768 0.018510768 0.018510768 0.018510768 0.018510768 0.018510768 0.018510768 0.018510768 0.018510768 0.018510768 0.06794264 3.8795388 4.990752 
701 3 6 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 75 96 4 600000 0 -1 23 120 1 0 0.9754862 0.024513783 1.0 1.0 0.07340253 3.7680264 3.2128947 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.5091288 0.007960687 0.07340253 0.007960687 0.07340253 0.007960687 0.007960687 0.007960687 0.007960687 0.07340253 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.007960687 0.07340253 3.7680264 3.2128947 
701 3 7 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 -1 23 144 1 0 0.9718198 0.028180193 0.99999994 1.0 0.0070490423 7.148357 3.286154 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.04346458 0.0070490423 0.07886782 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.04346458 0.0070490423 0.04346458 0.0070490423 0.0070490423 0.486301 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.0070490423 0.07886782 0.0070490423 0.0070490423 0.0070490423 7.148357 3.286154 
701 3 8 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 72 96 4 600000 0 -1 23 168 0 0 0.8038945 0.19610544 1.0 1.0 0.015174164 6.0422387 4.6624346 0.015174164 0.015174164 0.015174164 0.13095488 0.015174164 0.015174164 0.015174164 0.13095488 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 0.079114266 0.079114266 0.015174164 0.015174164 0.015174164 0.015174164 0.079114266 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 0.015174164 6.0422387 4.6624346 
701 3 9 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 74 96 4 600000 0 -1 23 192 0 0 0.66814417 0.3318559 1.0 1.0 0.018848294 5.729422 5.0411463 0.018848294 0.018848294 0.018848294 0.018848294 0.018848294 0.018848294 0.018848294 0.059386164 0.018848294 0.018848294 0.018848294 0.059386164 0.018848294 0.018848294 0.059386164 0.018848294 0.018848294 0.059386164 0.018848294 0.018848294 0.059386164 0.018848294 0.018848294 0.018848294 0.018848294 0.018848294 0.018848294 0.018848294 0.059386164 0.018848294 0.018848294 0.059386164 0.018848294 0.018848294 0.018848294 0.018848294 0.018848294 0.018848294 0.018848294 5.729422 5.0411463 
701 3 10 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 71 96 4 600000 0 -1 23 216 0 0 0.8117206 0.18827935 1.0 1.0 0.01693135 5.8841596 4.6604323 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.13580081 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.13580081 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.13580081 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 0.01693135 5.8841596 4.6604323 
701 3 11 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 71 96 4 600000 0 -1 23 240 0 0 0.9407264 0.059273586 1.0 1.0 0.01462257 6.0956597 3.813633 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.45896566 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 0.01462257 6.0956597 3.813633 
