dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpintfref cpitch.order.stm.cpintfref cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpintfref cpitch.weight.stm.cpintfref cpitch.probability cpitch.information.content cpitch.entropy cpitch.40 cpitch.47 cpitch.48 cpitch.49 cpitch.50 cpitch.51 cpitch.52 cpitch.53 cpitch.54 cpitch.55 cpitch.56 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.88 probability information.content entropy 
700 1 11 "Dallapiccola_quartina_1" NA 0 0 1 0 NA 0 24 1 NA NA 73 96 4 600000 0 1 23 240 4 1 0.734793 0.26520696 1.0 1.0 0.006250355 7.3218465 4.590555 0.01133274 0.005516058 0.021795938 0.006250355 0.0831287 0.07070796 0.01133274 0.0713084 0.007806564 0.019431258 0.008402042 0.008185688 0.010073791 0.005516058 0.021795938 0.006250355 0.0831287 0.07070796 0.01133274 0.0713084 0.007806564 0.019431258 0.008402042 0.008185688 0.010073791 0.005516058 0.021795938 0.006250355 0.0831287 0.07070796 0.01133274 0.0713084 0.007806564 0.019431258 0.008402042 0.008185688 0.010073791 0.005516058 0.01133274 0.006250355 7.3218465 4.590555 
700 1 12 "Dallapiccola_quartina_1" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 1 23 264 2 0 0.935811 0.064189084 1.0 1.0 1.9431171e-4 12.32934 3.7263503 0.013884148 0.02387071 0.011478279 0.017819636 0.20724674 0.0031312506 0.013884148 9.855686e-4 0.0041857557 0.014359153 1.9431171e-4 0.015947022 0.0030177005 0.02387071 0.011478279 0.017819636 0.20724674 0.0031312506 0.013884148 9.855686e-4 0.0041857557 0.014359153 1.9431171e-4 0.015947022 0.0030177005 0.02387071 0.011478279 0.017819636 0.20724674 0.0031312506 0.013884148 9.855686e-4 0.0041857557 0.014359153 1.9431171e-4 0.015947022 0.0030177005 0.02387071 0.013884148 1.9431171e-4 12.32934 3.7263503 
700 1 13 "Dallapiccola_quartina_1" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 1 23 288 1 0 0.75714105 0.24285893 1.0 1.0 0.025115672 5.315268 4.7452683 0.015599653 0.025115672 0.022189453 0.0033418364 0.03690133 0.004055088 0.015599653 0.008842143 0.014834569 0.06356618 0.013856117 0.09286843 0.013391182 0.025115672 0.022189453 0.0033418364 0.03690133 0.004055088 0.015599653 0.008842143 0.014834569 0.06356618 0.013856117 0.09286843 0.013391182 0.025115672 0.022189453 0.0033418364 0.03690133 0.004055088 0.015599653 0.008842143 0.014834569 0.06356618 0.013856117 0.09286843 0.013391182 0.025115672 0.015599653 0.025115672 5.315268 4.7452683 
700 1 14 "Dallapiccola_quartina_1" NA 0 0 1 0 NA 0 24 1 NA NA 40 96 4 600000 0 1 23 312 2 0 0.7674673 0.23253268 1.0 1.0 0.025854379 5.2734475 4.6033206 0.025854379 0.028608175 0.03262006 0.0051267855 0.03079665 0.0011226432 0.025854379 9.6722716e-4 0.0021232532 0.028083974 0.07033961 0.07959804 0.001320299 0.028608175 0.03262006 0.0051267855 0.03079665 0.0011226432 0.025854379 9.6722716e-4 0.0021232532 0.028083974 0.07033961 0.07959804 0.001320299 0.028608175 0.03262006 0.0051267855 0.03079665 0.0011226432 0.025854379 9.6722716e-4 0.0021232532 0.028083974 0.07033961 0.07959804 0.001320299 0.028608175 0.025854379 0.025854379 5.2734475 4.6033206 
700 2 1 "Schoenberg_P" NA 0 0 1 0 NA 0 0 0 NA NA 70 96 4 600000 0 0 23 0 0 0 0.68820155 0.31179848 1.0 1.0 0.00879691 6.8287873 4.918472 0.029410167 0.019122327 0.054844815 0.0027105827 0.046303827 0.010878396 0.029410167 0.034576464 0.006571241 0.056622762 0.007837235 0.029677654 0.00879691 0.019122327 0.054844815 0.0027105827 0.046303827 0.010878396 0.029410167 0.034576464 0.006571241 0.056622762 0.007837235 0.029677654 0.00879691 0.019122327 0.054844815 0.0027105827 0.046303827 0.010878396 0.029410167 0.034576464 0.006571241 0.056622762 0.007837235 0.029677654 0.00879691 0.019122327 0.029410167 0.00879691 6.8287873 4.918472 
700 2 2 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 64 96 4 600000 0 0 23 24 1 0 0.62642115 0.37357885 1.0 1.0 0.0049195695 7.667252 4.5832343 0.0049195695 0.0051016537 0.053367678 5.879777e-4 0.01164041 0.021365026 0.0049195695 0.016620683 0.0013164982 0.03794049 0.053496584 0.032228123 0.08976837 0.0051016537 0.053367678 5.879777e-4 0.01164041 0.021365026 0.0049195695 0.016620683 0.0013164982 0.03794049 0.053496584 0.032228123 0.08976837 0.0051016537 0.053367678 5.879777e-4 0.01164041 0.021365026 0.0049195695 0.016620683 0.0013164982 0.03794049 0.053496584 0.032228123 0.08976837 0.0051016537 0.0049195695 0.0049195695 7.667252 4.5832343 
700 2 3 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 66 96 4 600000 0 0 23 48 1 0 0.74491245 0.25508752 1.0 1.0 0.008128178 6.942852 4.511209 0.050981224 0.0026067668 0.042612914 0.001953907 0.07771078 0.0021916626 0.050981224 0.049278386 0.008128178 0.046602506 0.0018724592 0.0121379085 0.002400244 0.0026067668 0.042612914 0.001953907 0.07771078 0.0021916626 0.050981224 0.049278386 0.008128178 0.046602506 0.0018724592 0.0121379085 0.002400244 0.0026067668 0.042612914 0.001953907 0.07771078 0.0021916626 0.050981224 0.049278386 0.008128178 0.046602506 0.0018724592 0.0121379085 0.002400244 0.0026067668 0.050981224 0.008128178 6.942852 4.511209 
700 2 4 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 63 96 4 600000 0 0 23 72 2 0 0.92913884 0.070861235 1.0 1.0 0.0017987478 9.118792 3.71082 0.019630255 0.002424974 0.0107622985 5.8725814e-4 0.013124312 0.0017987478 0.019630255 0.00832252 0.016524712 0.20572698 0.008756285 0.030938769 8.410866e-4 0.002424974 0.0107622985 5.8725814e-4 0.013124312 0.0017987478 0.019630255 0.00832252 0.016524712 0.20572698 0.008756285 0.030938769 8.410866e-4 0.002424974 0.0107622985 5.8725814e-4 0.013124312 0.0017987478 0.019630255 0.00832252 0.016524712 0.20572698 0.008756285 0.030938769 8.410866e-4 0.002424974 0.019630255 0.0017987478 9.118792 3.71082 
700 2 5 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 65 96 4 600000 0 0 23 96 2 0 0.8789837 0.12101639 1.0 1.0 0.027977342 5.159597 4.0234876 0.122766316 6.763107e-4 0.012971469 0.0020220038 0.04171294 0.021837264 0.122766316 0.027977342 8.511959e-4 0.010807532 0.005071633 0.0010947569 0.0034749035 6.763107e-4 0.012971469 0.0020220038 0.04171294 0.021837264 0.122766316 0.027977342 8.511959e-4 0.010807532 0.005071633 0.0010947569 0.0034749035 6.763107e-4 0.012971469 0.0020220038 0.04171294 0.021837264 0.122766316 0.027977342 8.511959e-4 0.010807532 0.005071633 0.0010947569 0.0034749035 6.763107e-4 0.122766316 0.027977342 5.159597 4.0234876 
700 2 6 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 69 96 4 600000 0 0 23 120 2 0 0.8815997 0.11840027 1.0 1.0 0.0014777172 9.402414 4.0694075 0.008364458 0.0032538627 0.018570539 1.6526716e-4 0.021255715 0.07974103 0.008364458 0.048264403 2.721498e-4 0.13258332 0.0042847567 0.0014777172 0.008439212 0.0032538627 0.018570539 1.6526716e-4 0.021255715 0.07974103 0.008364458 0.048264403 2.721498e-4 0.13258332 0.0042847567 0.0014777172 0.008439212 0.0032538627 0.018570539 1.6526716e-4 0.021255715 0.07974103 0.008364458 0.048264403 2.721498e-4 0.13258332 0.0042847567 0.0014777172 0.008439212 0.0032538627 0.008364458 0.0014777172 9.402414 4.0694075 
700 2 7 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 62 96 4 600000 0 0 23 144 2 0 0.8517927 0.14820729 1.0 1.0 0.024463829 5.353206 4.3197217 0.0060213376 0.03241445 0.02344377 0.0014233573 0.024463829 0.001680132 0.0060213376 0.024472801 0.0064868224 0.13277763 0.002736174 0.057121634 0.005472347 0.03241445 0.02344377 0.0014233573 0.024463829 0.001680132 0.0060213376 0.024472801 0.0064868224 0.13277763 0.002736174 0.057121634 0.005472347 0.03241445 0.02344377 0.0014233573 0.024463829 0.001680132 0.0060213376 0.024472801 0.0064868224 0.13277763 0.002736174 0.057121634 0.005472347 0.03241445 0.0060213376 0.024463829 5.353206 4.3197217 
700 2 8 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 61 96 4 600000 0 0 23 168 3 0 0.761594 0.238406 1.0 1.0 0.003783474 8.046073 4.6722126 0.039162047 0.020418331 0.082095265 0.003783474 0.06176192 0.010626056 0.039162047 0.0335872 0.0068469257 0.029521944 0.0010036372 0.009971854 0.0016404957 0.020418331 0.082095265 0.003783474 0.06176192 0.010626056 0.039162047 0.0335872 0.0068469257 0.029521944 0.0010036372 0.009971854 0.0016404957 0.020418331 0.082095265 0.003783474 0.06176192 0.010626056 0.039162047 0.0335872 0.0068469257 0.029521944 0.0010036372 0.009971854 0.0016404957 0.020418331 0.039162047 0.003783474 8.046073 4.6722126 
700 2 9 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 600000 0 0 23 192 3 0 0.9459234 0.054076586 1.0 1.0 0.0023004436 8.763872 3.5494652 0.092412174 5.762321e-4 0.011615367 0.0064025465 0.14584972 0.0018994962 0.092412174 0.0016012145 1.2231666e-4 0.0023004436 1.5183246e-4 0.007565802 0.0010360412 5.762321e-4 0.011615367 0.0064025465 0.14584972 0.0018994962 0.092412174 0.0016012145 1.2231666e-4 0.0023004436 1.5183246e-4 0.007565802 0.0010360412 5.762321e-4 0.011615367 0.0064025465 0.14584972 0.0018994962 0.092412174 0.0016012145 1.2231666e-4 0.0023004436 1.5183246e-4 0.007565802 0.0010360412 5.762321e-4 0.092412174 0.0023004436 8.763872 3.5494652 
700 2 10 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 0 23 216 1 0 0.7457169 0.25428307 1.0 1.0 0.009672535 6.6918902 4.739315 0.027330128 0.008947652 0.044888675 0.0016203342 0.018398326 0.005728063 0.027330128 0.054760512 0.011324356 0.08111983 0.009672535 0.042859573 0.0054807356 0.008947652 0.044888675 0.0016203342 0.018398326 0.005728063 0.027330128 0.054760512 0.011324356 0.08111983 0.009672535 0.042859573 0.0054807356 0.008947652 0.044888675 0.0016203342 0.018398326 0.005728063 0.027330128 0.054760512 0.011324356 0.08111983 0.009672535 0.042859573 0.0054807356 0.008947652 0.027330128 0.009672535 6.6918902 4.739315 
700 2 11 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 240 2 0 0.7977398 0.2022603 1.0 1.0 0.005499615 7.506454 4.589011 0.004129961 0.005499615 0.023219798 0.0072727315 0.009229846 0.010306675 0.004129961 0.032594137 0.006883268 0.09796475 0.04432293 0.01943952 0.06788354 0.005499615 0.023219798 0.0072727315 0.009229846 0.010306675 0.004129961 0.032594137 0.006883268 0.09796475 0.04432293 0.01943952 0.06788354 0.005499615 0.023219798 0.0072727315 0.009229846 0.010306675 0.004129961 0.032594137 0.006883268 0.09796475 0.04432293 0.01943952 0.06788354 0.005499615 0.004129961 0.005499615 7.506454 4.589011 
700 2 12 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 264 2 0 0.9757746 0.024225399 1.0 1.0 0.010627329 6.556077 3.1565423 0.0016205536 0.010627329 0.06105077 9.2459185e-4 0.012354134 6.072902e-4 0.0016205536 0.0011943534 7.4368337e-4 0.011253138 8.794545e-4 0.22675693 6.9829414e-4 0.010627329 0.06105077 9.2459185e-4 0.012354134 6.072902e-4 0.0016205536 0.0011943534 7.4368337e-4 0.011253138 8.794545e-4 0.22675693 6.9829414e-4 0.010627329 0.06105077 9.2459185e-4 0.012354134 6.072902e-4 0.0016205536 0.0011943534 7.4368337e-4 0.011253138 8.794545e-4 0.22675693 6.9829414e-4 0.010627329 0.0016205536 0.010627329 6.556077 3.1565423 
700 2 13 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 60 96 4 600000 0 0 23 288 2 1 0.86901504 0.13098492 1.0 1.0 0.12013833 3.0572317 4.18077 0.005559438 0.039348453 0.12013833 0.0027032907 0.033861287 0.0015516699 0.005559438 0.0028339939 0.0027628168 0.02786228 0.0021578532 0.07597429 0.0017571416 0.039348453 0.12013833 0.0027032907 0.033861287 0.0015516699 0.005559438 0.0028339939 0.0027628168 0.02786228 0.0021578532 0.07597429 0.0017571416 0.039348453 0.12013833 0.0027032907 0.033861287 0.0015516699 0.005559438 0.0028339939 0.0027628168 0.02786228 0.0021578532 0.07597429 0.0017571416 0.039348453 0.005559438 0.12013833 3.0572317 4.18077 
700 3 1 "Schoenberg_R" NA 0 0 1 0 NA 0 0 0 NA NA 60 96 4 600000 0 0 23 0 0 0 0.68818825 0.31181175 1.0 1.0 0.054844122 4.188519 4.9185038 0.029409856 0.019126454 0.054844122 0.0027107056 0.046303395 0.010878598 0.029409856 0.034576334 0.0065714275 0.056618217 0.007837431 0.02967763 0.008797109 0.019126454 0.054844122 0.0027107056 0.046303395 0.010878598 0.029409856 0.034576334 0.0065714275 0.056618217 0.007837431 0.02967763 0.008797109 0.019126454 0.054844122 0.0027107056 0.046303395 0.010878598 0.029409856 0.034576334 0.0065714275 0.056618217 0.007837431 0.02967763 0.008797109 0.019126454 0.029409856 0.054844122 4.188519 4.9185038 
700 3 2 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 24 1 0 0.56167865 0.43832126 0.99999994 1.0 0.029250838 5.095378 4.652156 0.019483387 0.029250838 0.115576446 0.0050091743 0.04285218 0.0076999892 0.019483387 0.01278136 0.003488067 0.03157939 0.0053517707 0.022819752 0.014701758 0.029250838 0.115576446 0.0050091743 0.04285218 0.0076999892 0.019483387 0.01278136 0.003488067 0.03157939 0.0053517707 0.022819752 0.014701758 0.029250838 0.115576446 0.0050091743 0.04285218 0.0076999892 0.019483387 0.01278136 0.003488067 0.03157939 0.0053517707 0.022819752 0.014701758 0.029250838 0.019483387 0.029250838 5.095378 4.652156 
700 3 3 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 0 23 48 2 0 0.8220498 0.17795026 1.0 1.0 0.0040109567 7.961838 4.2005725 0.005559558 0.02610068 0.12160841 0.0040109567 0.02441645 0.0040109567 0.005559558 0.006639468 0.0040109567 0.019499633 0.0040109567 0.09654706 0.0045116628 0.02610068 0.12160841 0.0040109567 0.02441645 0.0040109567 0.005559558 0.006639468 0.0040109567 0.019499633 0.0040109567 0.09654706 0.0045116628 0.02610068 0.12160841 0.0040109567 0.02441645 0.0040109567 0.005559558 0.006639468 0.0040109567 0.019499633 0.0040109567 0.09654706 0.0045116628 0.02610068 0.005559558 0.0040109567 7.961838 4.2005725 
700 3 4 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 600000 0 0 23 72 3 0 0.9380406 0.06195934 1.0 1.0 0.025961695 5.2674713 3.4799738 9.944474e-4 0.0014332063 0.005131992 0.001768224 0.0018785788 0.0022071854 9.944474e-4 0.0058799265 0.0016574124 0.025961695 0.18427399 0.08857018 0.01243577 0.0014332063 0.005131992 0.001768224 0.0018785788 0.0022071854 9.944474e-4 0.0058799265 0.0016574124 0.025961695 0.18427399 0.08857018 0.01243577 0.0014332063 0.005131992 0.001768224 0.0018785788 0.0022071854 9.944474e-4 0.0058799265 0.0016574124 0.025961695 0.18427399 0.08857018 0.01243577 0.0014332063 9.944474e-4 0.025961695 5.2674713 3.4799738 
700 3 5 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 600000 0 0 23 96 2 0 0.825049 0.174951 1.0 1.0 0.06003835 4.057972 4.3947787 0.008800513 0.0054011676 0.04085829 3.2251922e-4 0.006255721 0.011355074 0.008800513 0.12246931 0.0055915145 0.06003835 0.03944127 0.012748031 0.012384134 0.0054011676 0.04085829 3.2251922e-4 0.006255721 0.011355074 0.008800513 0.12246931 0.0055915145 0.06003835 0.03944127 0.012748031 0.012384134 0.0054011676 0.04085829 3.2251922e-4 0.006255721 0.011355074 0.008800513 0.12246931 0.0055915145 0.06003835 0.03944127 0.012748031 0.012384134 0.0054011676 0.008800513 0.06003835 4.057972 4.3947787 
700 3 6 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 61 96 4 600000 0 0 23 120 3 1 0.5529154 0.44708455 1.0 1.0 0.0017422676 9.164818 4.594613 0.015113124 0.01240811 0.046295792 0.0017422676 0.013089601 0.007296665 0.015113124 0.035238396 0.010677455 0.12210395 0.021953123 0.026008122 0.0071952394 0.01240811 0.046295792 0.0017422676 0.013089601 0.007296665 0.015113124 0.035238396 0.010677455 0.12210395 0.021953123 0.026008122 0.0071952394 0.01240811 0.046295792 0.0017422676 0.013089601 0.007296665 0.015113124 0.035238396 0.010677455 0.12210395 0.021953123 0.026008122 0.0071952394 0.01240811 0.015113124 0.0017422676 9.164818 4.594613 
700 3 7 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 62 96 4 600000 0 0 23 144 2 0 0.74938333 0.25061664 1.0 1.0 0.081305735 3.620499 4.678237 0.015623771 0.00984284 0.055397816 0.06771939 0.081305735 0.009586726 0.015623771 0.015807092 0.002423574 0.032342073 0.0036354302 0.019596139 0.0063559194 0.00984284 0.055397816 0.06771939 0.081305735 0.009586726 0.015623771 0.015807092 0.002423574 0.032342073 0.0036354302 0.019596139 0.0063559194 0.00984284 0.055397816 0.06771939 0.081305735 0.009586726 0.015623771 0.015807092 0.002423574 0.032342073 0.0036354302 0.019596139 0.0063559194 0.00984284 0.015623771 0.081305735 3.620499 4.678237 
700 3 8 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 57 96 4 600000 0 0 23 168 3 0 0.7954745 0.20452543 1.0 1.0 0.009802892 6.672577 4.4981112 0.03679864 0.014190364 0.11523486 0.009939539 0.05558119 0.0104791885 0.03679864 0.016173683 0.0015866712 0.030145364 0.0011804037 0.009802892 0.002957954 0.014190364 0.11523486 0.009939539 0.05558119 0.0104791885 0.03679864 0.016173683 0.0015866712 0.030145364 0.0011804037 0.009802892 0.002957954 0.014190364 0.11523486 0.009939539 0.05558119 0.0104791885 0.03679864 0.016173683 0.0015866712 0.030145364 0.0011804037 0.009802892 0.002957954 0.014190364 0.03679864 0.009802892 6.672577 4.4981112 
